id	text	misogynous	aggressiveness
4539	<MENTION_1> <MENTION_2> Che gran troione che sei tesoro.te lo metterei in culo fino a fartelo arrivare in gola sempre fumando Marlboro 100's rosse mmmmmmmm che sborrata meravigliosa e godereccia	1	1
4540	<MENTION_1> ti scoperei a mille	1	1
4541	Fortnite di merda io voglio giocare a cod porca puttana	0	0
4542	sei una porca eccezionale	1	1
4543	Per me doveva vincerlo #GattaCenerentola il David. È un film che racchiude amore, malavita, luci ed ombre di Napoli ed è diverso da tutti gli altri...perché porca puttana è una cartolina a colori, è film d'animazione!#David2018#22Marzo <URL>	0	0
4544	Molto lieto essere bloccata da te figa di legno (morta di cazzo)	1	1
4545	<MENTION_1> <MENTION_2> <MENTION_3> Very cheap...!!!?????????Perché cazzo vi ostinate a fare ste figure di MERDA ?!? <URL>	0	0
4546	La wta ha una credibilit sotto lo zero ormai, quella chiattona della serena stasera otterr la seconda finale slam consecutiva in carrozza, questa dominer fino a 45 anni	1	1
4547	Si si ritornerete il primo partito? a difendere mamma e pap, le banche amiche delle cooperative e baciare il culo della culona intrombabile e del baghettaro. #avanticos	1	1
4548	Quando vedi gente litigare sui social per stabilire se sono più belle le ragazze con delle belle tette o quelle con un bel culo, ma a te non ti calcola nessuna, quindi ti devi accontentare di quello che passa il convento e non puoi badare a queste sciocchezze.	0	0
4549	<MENTION_1> Come ti sfonderei	1	1
4550	Tutto si puó recuperare.Tranne le cose che cadono nei lati del sedile della macchina.Le cose che cadono nei lati del sedile della macchina sono troppo irrecuperabili porca puttana.	0	0
4551	Vedendo le 3:15 ho pensato “porca puttana sono stata un’ora in bagno e non me ne sono accorta”Invece no, sono solo rincoglionita #oralegale	0	0
4552	<MENTION_1> muori puttana e tutta la tua famiglia	1	1
4553	<MENTION_1> <MENTION_2> Cazzo uno da dietro e laltro in bocca che pompinara	1	1
4554	<MENTION_1> Te lo infilerei tutto nel culo	1	1
4555	MA PORCA PUTTANA CORRIERE DI MERDA	0	0
4556	Che Puttanone	1	1
4557	<MENTION_1> Tuoi amici Muslim. Taci per coerenza.	1	1
4558	zitta cagna <URL>	1	1
4559	<MENTION_1> <MENTION_2> Si rischia di fare incontri ancora più brutti a Berlino, dove in giro una culona mostruosa.	1	1
4560	KARMA DOVE SEI PORCA PUTTANA, DOVE SEI?	0	0
4561	<MENTION_1> Pompinara vogliosa di cazzo	1	1
4562	porca puttana sto morendo ma si può no basta bado a vedermi la livr così soffro ancora di più a dopo se sopravvivo	0	0
4563	<MENTION_1> <MENTION_2> <MENTION_3> Ah, ma zoccoletta insomma	1	1
4564	<MENTION_1> Alessia mi faresti da badante per una settimana?Nonostante la faccia da troia,scommetto che non sei buona nemmeno a fare sesso,Ne orale ne praticoInsomma sei baldracchini	1	1
4565	<MENTION_1> Ti piace usare anche quel bel culo. Complimenti!!	1	1
4566	Che urto quando ho i capelli pulitissimi, ma hanno una forma impropria quindi li devo legare MA PORCA PUTTANA	0	0
4567	Citate con nomi di idol che pensate abbiano un bel culo o delle belle cosce e io, culo insipido/ispido per eccellenza, vi far entrarw o meno nel club degli intenditori di glutei/quadricipiti. per favkrw non fatemi floppare	0	0
4568	<MENTION_1> <MENTION_2> te lo infilerei subito in quel bel culo che hai e finirei con una bella sborrata in bocca	1	1
4569	Comunque una donna pu essere piatta, tettona avere una tetta sola, avere una taglia media o essere anche un uomo fatto sta CHE NON DOVETE ROMPERE IL CAZZO NON SONO FATTI VOSTRI	0	0
4570	<MENTION_1> Perchè finora non abbiamo contato un cazzo in Europa, a Berlusconi quando voleva far rispettare l'Italia Napolitano, il nano francese e la Culona tedesca gli hanno fatto il giochetto delle 3 carte per farlo eliminare dalla politica, dacci	1	1
4571	<MENTION_1> Sembro tettona? Allora diventa la pic per la vita ahah. No giuro, son lunga lunga. Ho fatto la fila per le gambe e mi son dimenticata quella delle tette. E vabbè :)	0	0
4572	RT <MENTION_1> Ho avuto compagne di classe che venivano picchiate dal fidanzato, alle quali venivano dette frasi come “donna schiava zitta…	0	0
4573	<MENTION_1> MADONNA CHE PALLE TI STUPRO ORA <URL>	1	1
4574	<MENTION_1> <MENTION_2> Che cazzo te presenta.....ha detto che è viva... porca puttana.....devi aspetta' per sotteralla BECCHINO!!!	0	0
4575	<MENTION_1> Ma taci un po' selvaggia	1	1
4576	Porca puttana è la brutta copia di Renzi. Stessa parlata. #maratonamentana	0	0
4577	Dovrei imparare a stare zitta porca troia	0	0
4578	<MENTION_1> che bel culo cazzo	1	1
4579	Ho trovato la soluzione per avere un bel culo. Altro che palestra.	0	0
4580	Hanno sostituito la famiglia e gli affetti con cani, maiali e baldracche. Ora ogni squallida e impura puttana ha un cane per insozzare ovunque e creare infiammazioni persistenti su tutti quanti, e poi imporre i vaccini-veleni Solo i cani tengono i cani e tutte le schifezze simili	1	1
4581	<MENTION_1> “ Brava ragazza “ a me? Ma ti inculo. Levate. <URL>	0	0
4582	L’ho seccata al grido di muori puttana	1	1
4583	<MENTION_1> Sto zitta che è meglio, MA PORCA TROIA	0	0
4584	RT <MENTION_1> <MENTION_2> ad invasioni era andato l ad del Milan Marco Patuano perché è hard bignARD avevo detto pompinara a <MENTION_3>	0	0
4585	<MENTION_1> Che gran pezzo di figa!! ❤️??	1	0
4586	<MENTION_1> Lei è Porca Puttana. La mia mascotte	0	0
4587	<MENTION_1> Tettona faccele vedere piu spesso	1	1
4588	La figlia che stia zitta!!!!TROIA zitta e vai a giocare con le barbye  #cepostaperte	1	1
4589	Adesso lui le ha scritto per sapere se può portare fuori il cane e con la scusa che lei stava uscendo ha rimbalzato la cosa a me, ma porca puttana	0	0
4590	Marito guarda mentre mi scopo la moglie pompinara <URL>	0	0
4591	il kobo si è resettati per la terza volta in... due settimane? ma porca puttana ma che cazzo gli prende non ce la faccio più, ci metto un giorno a ripararlo managgia porca troia	0	0
4592	La casa de papel. Porca puttana. Porca puttana che figata cazzo	0	0
4593	<MENTION_1> Che bel culo	1	0
4594	E la baldracca ignorante che ti sei scelto per amico gode come una troia quando io mi incazzo così in tl.	1	1
4595	voleva essere salvato il puttanone... cierto salvato tal pericolo ti pertere il potere tel minotauro.... sventra, stupra, azzanna, ruba e goti kuesta è la vera religione spears	0	0
4596	A me piace chi riesce a stupire, non importa se con il culo o con la testa, mi deve stupire. Alla sociologia spicciola preferisco sempre un bel culo.	1	1
4597	Early brekke Sevastova, porella, l'unica a non aver capito che non ha speranze contro la chiattona	1	1
4598	<MENTION_1> Veramente Asia argento e Ambra gutierrez sono italianissime. E poi magari qualcuna ha denunciato ma non lo é venuto a dire a te, no?	0	0
4599	<MENTION_1> Ciao bellissima tettona	1	0
4600	Io le ho fatto notare che non era una grande idea e poi porca troia già la prof è una cagacazzo quindi vedi di fare come dice lei e zitta	0	0
4601	<MENTION_1> che bel culone mmmmmm	1	1
4602	rega sto tremando, ci speravo così tanto. porca puttana non va bene un cazzo in questa merda di paese. manco un cazzo di concorso. #Incontrai5SOS	0	0
4603	<MENTION_1> Ti sei dimenticata di Asia Argento... ?	0	0
4604	questa settimana non c'è stato un giorno che sia uno in cui mi sia svegliata con la sveglia, sempre prima, ma che porca puttana di problemi avete se non sapete convivere statevene a casa	0	0
4605	<MENTION_1> PORCA PUTTANA. ci stava, per chiudere la frase.	0	0
4606	porca puttana io stavo per chiamare il mio gestore per lamentarmi della connessione e invece è sempre colpa di quest'app di merda #instagramdown	0	0
4607	<MENTION_1> raga smettetela di fare le leccaculo di merda e dite ciò che pensate veramente, porca puttana. Che urto che siete dio cristo, vi manderei tutte al rogo.	0	0
4608	È legale per una signorina fare jogging la mattina lungo una strada molto trafficata se la suddetta gnocca e ha un bel culo? Rischio #tamponamentiacatena	0	0
4609	SALVINIIII DI MAIOOOO NON METTETE LA TESTAAA SOTTO LA SABBIAAA LE RAPINE AGLI ITALIANI CONTINUANO SFIDANDO TUTTIII DOVETEEE FERMARE LE ESTRAZIONI DEL LOTTOO E SUPERENALOTTOO CHE CONTINUANO A INGRASSARE IL CULO A LURIDE ZOCCOLONE PUTTANONE MAGNACCIONI MAZZETTARI TRUFFATORI DEI	0	0
4610	<MENTION_1> Bella pompinara	1	1
4611	Abbiamo tutti un ti scoperei non pronunciato	0	0
4612	<MENTION_1> Certo! Deve essere magra (più di adesso ovviamente, ora si vede che si lasciata andare) ma con tette grandi NATURALI altrimenti con gli standard di bellezza come facciamo? Finir per far credere alle ragazzine che il loro corpo non debba e	1	1
4613	joshua: *respira*io: porca puttana jisoo, jisoos, joshua, shua o come cazzo ti chiami, la smetti di attaccarmi di continuo con la tua esistenza?! Eh dai su ma non si può vivere così!	0	0
4614	Che gran pezzo di figa <MENTION_1>	1	1
4615	Il punto è che se avessi un bel culo non mi farei tanti problemi a comprare dei cazzo di jeans	0	0
4616	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> <MENTION_13> <MENTION_14> <MENTION_15> <MENTION_16> <MENTION_17> <MENTION_18> <MENTION_19> <MENTION_20>	0	0
4617	<MENTION_1> sempre un bel culo	1	1
4618	Visto che non capite il post di Benjamin ve lo riassumo io AVETE ROTTO IL CAZZO DI CONTINUARE A GIOCARE CON I SUOI SENTIMENTI, PRIMA DI ESSERE UN CANTANTE È UN ESSERE UMANO, NON ESISTE SOLAMENTE FEDERICO AGLI INSTORE. SONO UN DUO PORCA PUTTANA. CRESCETE SENNÒ USCITE DAL FANDOM	0	0
4619	Federica porca puttana non puoi mettere queste foto su Instagram senza preavviso che sbocco	0	0
4620	"Io: ""amore, in questa foto sembra che ho un bel culo!""<MENTION_1> ""davvero?! Strano!""L'amore mio <3"	0	0
4621	Taemin lo sai che ti amo tanto e ammazzerei chiunque se ti fanno del male maTI PREGO PORCA PUTTANA NON PUOI ANDARE A GIRO CON QUELLE CIABATTE  PELOSE!!!! PER FAVORE NO!!!!! SONO POI IO A FARTI DEL MALE SE NON LE BUTTI VIA!!!! <URL>	0	0
4622	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> <MENTION_13> <MENTION_14> <MENTION_15> Bella tettona sei sola?	1	1
4623	che bel culoladro	1	0
4624	<MENTION_1> <MENTION_2> Mmmm ti chiaverei volentieri io	1	1
4625	Ho appena letto questo articolo fantastico secondo cui l’India vuole sbarazzarsi dei cadaveri in putrefazione nel Gange inserendo uno spropositato quantitativo di TARTARUGHE AZZANNATRICI PORCA PUTTANA nel fiume le quali si ciberebbero principalmente di cadaveri	0	0
4626	<MENTION_1> Ti scoperei per bene sia figa che culo	1	1
4627	Che brava pompinara	1	1
4628	Puttanona	1	0
4629	<MENTION_1> te lo infilerei mentre pisci	1	1
4630	bloccate user @ seungwapo porca puttana	0	0
4631	C'e' che dopo l'intervento al polmone fatto quasi tre mesi e mezzo fa, mi ritrovo un'altra volta a combattere con le fibrillazioni cardiache...porca puttana, mi ci son voluti 30anni per calmare ora sto da capo e dodici	0	0
4632	PORCA PUTTANA LO AMOOOO <URL>	0	0
4633	io:mio padre: ma porca puttana leggi un libro esci di casa metti a posto un po' la casa vai ad aiutare tua madre in negozio fai qualcosa della tua vita	0	0
4634	<MENTION_1> lei vero PUTTANONE RAP	1	1
4635	<MENTION_1> porca puttana pensavo fossi sharpy	0	0
4636	<MENTION_1> Che occhi ! Che bocce ! Meravigliosa	1	0
4637	E una parola sui maneskinHanno una bassista che un pezzo di figa allucinante ciao	1	0
4638	<MENTION_1> Mmmm che bel culo te lo sbatterei subito dentro senza pieta	1	1
4639	La mia amica mi ha fatto la videochiamata e ho visto Benjamin  e Federico, quanto mi mancano porca puttana, ma quando li riabbraccio...	0	0
4640	La smettete di ritwittare ste cose,porca puttana perché devo ritrovarmele in tl,ma riprendetevi <URL>	0	0
4641	<MENTION_1> Stai zitta, PUTTANA <URL>	1	1
4642	Mia mamma incazzata con la gatta perché “ti ho appena messo la sabbia nuova nella lettiera e ci sei già andata a cagare brutta puttana”	0	0
4643	che pompinara la Lory	1	1
4644	E troppo magre noE troppo grasse noE con le tette piccole noE le tette grandi noE non ci rompete il cazzo SI	0	0
4645	Che poi che cazzo lavorano I call center anche di sabato madonna oh va in figa de to mareee	0	0
4646	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> Quello che ha condotto l'inchiesta ha fatto il proprio lavoro ed è stato pagato... I protagonisti della vicenda sono altri, tu che cazzo c'entri? ????? #Giarrusso	0	0
4647	"#salvinimmerda il motto : ""donna schiava zitta e lava"""	0	0
4648	Ma porca di quella grandissima puttana e io dovrei anche stare zitta poi <URL>	0	0
4649	<MENTION_1> <MENTION_2> Porca TROIA dimmi che scherzi cioè io... MI SENTO COME NEI CAZZO DI FILM AMERICANI PORCA PUTTANAAAAAA LAXUS10 bastardo	0	0
4650	porca puttana non posso dire questa cosa a nessuno perché mi prenderebbero per pazza vado a sbattermi la testa al muro	0	0
4651	<MENTION_1> Nel 2018 se fai un figlio prima di sposarti sei una porca, ah ok..	0	0
4652	<MENTION_1> <MENTION_2> io direi di non impantanarci nei post che ci riconducono all'antiberlusconismo, alla culona inchiavabile, a Ruby, ecc.tagliamo corto.i berlusconiani sono la merda, ma ora ci interessa il bene dell'Italia dopo 7 anni di schif	0	0
4653	<MENTION_1> LE PUTTANE NON HANNO PUDORE - renzi con quel faccione da puttanone che si ritrova, si permette di ironizzare e prendere per il culo Salvini sui 49 ml e, NON guarda a mammina e papino indagati (1a udienza 4 marzo 2019). 4 marzo, data FATALE	0	0
4654	andando* porca puttana, oggi non ce la faccio.	0	0
4655	<MENTION_1> <MENTION_2> Gran puttanone!!	1	1
4656	"RAGA AIUTO Secondo voi dovrei rischiare con 'ti scoperei""?"	0	0
4657	Io che spiegavo alla vicina cosa fosse un sonic boom ancora prima che venisse divulgata la notizia e questa che mi guardava come fossi malati di mente. La conoscenza è potere porca puttana!!! Studiate! Informatevi! Cavalcate le vostre passioni! <URL>	0	0
4658	porca puttana quanto minchia è grosso Armie un gigante cazzo un transformer le gambe neanche gli c'entrano <URL>	0	0
4659	<MENTION_1> Che tettona	1	0
4660	Figa io voglio solo starmene a casa a farmi i cazzi miei	0	0
4661	E aggiungo: vagare strafatte nude in pubblico come le #Femen dietro pagamento.. le Puttane hanno più dignità di queste baldracche istituzionali.. e #Battiato lo disse già5 anni fa.. <MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <URL>	1	1
4662	<MENTION_1> Che pezzo di figa che sei	1	0
4663	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> Che bel culo complimenti	1	1
4664	<MENTION_1> una gran figa da scopare per bene	1	1
4665	<MENTION_1> PORCA, SEI UNA PORCA	1	1
4666	e poi la culona a il coraggio di criticare gli altri. <URL>	1	0
4667	<MENTION_1> Michela che ne dici se mentre ti scopo ti infilo un bel vibratore nel culo? Mmmmmm	1	1
4668	Ah comunque obv voi a Pasqua vi ingozzerete di cibo, a Pasquetta vi divertirete con gli amiciE io lavoro.SCHIAVISTI MANCO A PASQUA PORCA PUTTANA	0	0
4669	La Stampa: Allarme terrorismo a Roma, si cerca un islamista radicale tunisino. <URL> IO DICO PORCA TROIA MHA SE ERA GIÀ UN BASTARDO SEGNALATO CHE CAZZO CI FA IN ITALIA ANCORA????????	0	0
4670	<MENTION_1> Oh no! Allora hai ragione, muori troia, quanti cazzi avrai ciucciato! Che merda lItalia. Grazie bro	1	1
4671	ti scoperei -  Ti canterei una canzone di Baby k	1	1
4672	Un bel culo terapeutico	1	0
4673	"<MENTION_1> Una zanzara..così rompo il cazzo a tutti, sono fastidiosa, piccola piccola ma fa male pungendo e soprattutto muoio schiacciata e per lo più con ""muori puttana"""	0	0
4674	<MENTION_1> Che bel culo	1	0
4675	Magari un tiro in porta MAGARI... UNOOO porca puttana, banda di raccattati sopravvalutati <URL>	0	0
4676	<MENTION_1> guarda come ti scopo	1	1
4677	<MENTION_1> Chiattona mettiti a dieta.	1	1
4678	<MENTION_1> Ti stupro la sorella coglione	1	1
4679	MA PORCA PUTTANA DAMMI IL TEMPO DI RIPRENDERMI DA UNA NO? CRISTO SANTO OGGI DEVO MORIRE HO CAPITO #lostinjapan <URL>	0	0
4680	<MENTION_1> <MENTION_2> Ha perso una buona occasione per stare zitta, come sempre ?	1	1
4681	<MENTION_1> Il tuo è un bel culo.Usalo.	1	0
4682	<MENTION_1> <MENTION_2> Che bella troia!Tette naturali + fica rasata + bel CULO = Che straFICA!	1	1
4683	<MENTION_1> <MENTION_2> Esatto porca puttana sono fortissimo	0	0
4684	Raga porca puttana mi sto incazzando, ero in macchina con mio papà ed eravamo fermi al semaforo, e un tizio ci è venuto addosso, ci ha praticamente inculato e ho preso uno spavento che neanche immaginare.	0	0
4685	<MENTION_1> <MENTION_2> Riccardo Russo, il marito di Fiorella che credevamo fosse fuggito con una piccolina ma tettona, secondo alcune segnalazioni.	1	0
4686	<MENTION_1> Ma vai a vagare sei ancora qui? Non c'è limite alla vergogna. Almeno taci che sei una disgrazua	1	0
4687	Non aspettate mai che siano gli altri a porgervi la mano per rialzarvi, alzate il vostro bel culo e cominciate a migliorare la vostra vita. la mia vita.	0	0
4688	<MENTION_1> Bel culo e bella posizione.	1	0
4689	<MENTION_1> Gran bel culo Beatrice. Gran bel culo davvero.	1	0
4690	<MENTION_1> <MENTION_2> Che pezzo di figa	1	0
4691	<MENTION_1> ma quante sciocchezze spari ? ma prova a stare zitta almeno una volta nella vita. una volta. provaci	1	1
4692	<MENTION_1> Mi piace vederti così puttanone	1	1
4693	<MENTION_1> <MENTION_2> come ti inculerei volentieriii	1	0
4694	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> Cuore azzurro? Metti cuore merengue o cuore blanco almeno, non vergognarti della puttana che sei	1	1
4695	<MENTION_1> Bellissima bel culo	1	0
4696	<MENTION_1> Notte bella tettona	1	0
4697	Non puoi pretendere di risolvere la tua idea subito vedrai fra 2 giorni mentre piscerai dirai “ah porca puttana” ecco. Cit il grande Carlo Freccero	0	0
4698	<MENTION_1> Infatti sono due cazzo di euro porca puttana. Basilica di San Marco.	0	0
4699	<MENTION_1> <MENTION_2> ma se poi dice: meglio una piatta che tettonanon body shaming questo?	0	0
4700	Quanto disprezzo quella culona di Nicki Minaj	1	0
4701	<MENTION_1> <MENTION_2> Elisa ti hanno scattato una foto un po' a puttanona	1	1
4702	“Più mi dicono di stare zitta e più parlerò.” Grande Jessica Notaro. #BallandoConLeStelle	0	0
4703	<MENTION_1> Il 2 di agosto lurida troia!!!!	0	0
4704	<MENTION_1> Bel culo complimenti	1	0
4705	Andrà a finire che dovrò fare greco e latino l'anno prossimo? Per un loro stupido errore. Porca puttana	0	0
