id	text	misogynous	misogyny_category	target
3883	Before you bitch about teen pregnancy remember that man over the age of 18 father most babies born to women under 18.	0	0	0
3884	<MENTION_1> Isnt the bitch is the one whose attacking women or people who cant or isnt able to defend self? Mussies are cave monkies	0	0	0
3885	It’s really sad how women gotta go threw so much shit from a man just to be considered a down bitch	0	0	0
3886	You would have thought Cam called that women a bitch the way y'all reacted. But Gronk is 'just having fun'.. FOH	0	0	0
3887	I love how women can just talk all day about a nigga not being shit, But soon as a nigga say sum boutta bitch. Y'all wanna attack the nigga	0	0	0
3888	I like chilling with women that like women that like men that don’t act like bitch ass niggas	0	0	0
3889	Hey Guys. It’s ok for her to say no. Stop calling women Bitches for declining your advances. Doesn’t matter the tim… <URL>	0	0	0
3890	Men get hurt once and that’s the end. They stuck on that bitch for life. Women get hurt 1,000 times and they’re still out looking for love	0	0	0
3891	<MENTION_1> You're the most dumb nigga in the history of dumb niggas, arguing with women like a lil bitch	0	0	0
3892	And bitch i was tweeting a song i got no times being sad for smeone i mean im a busy women you see.	0	0	0
3893	when a man has a gf and wants 2 get w u, say no 2 his dumb bitch self. y do women become side chicks? be respectful 2 OTHER WOMEN damn🙄	0	0	0
3894	You <MENTION_1> should understand most of these women want to be single moms until finances bit then they bitch #MainaAndKingangi	0	0	0
3895	If you degrade women to make you look/feel bigger you are a bitch lol you cant do that to men so you take it out on who you can	0	0	0
3896	The bitch flipped millions for em she deserved it..most women would've jacked it off <URL>	0	0	0
3897	Once she starts giving him attitude, he's with the next bitch..... instead of apologizing... Men give up easily but women hold on for yearss	0	0	0
3898	Drinking and getting high with lil sis only love her and my mother on God you bitch only women i need in my life and I'm fine with it	0	0	0
3899	Narcissus was an attention whore, an asshole, a snitch, and just a complete fucking cunt in general. I'm kinda glad he isn't coming back.	0	0	0
3900	All those haters calling me a whore when they could call me a dick juggling thunder cunt instead 😥 <URL>	0	0	0
3901	<MENTION_1> Where's the punchline to 'Fuck you cunt go die in a ditch whore'? That's not even in the form of a fo… <URL>	0	0	0
3902	<MENTION_1> Your orange colored scumpig cunt whore god will soon go into history as the worst potus. His brainwas… <URL>	0	0	0
3903	I don’t appreciate getting called a slut a whore and a cunt for just taking you off Snapchat ur telling me 2grow up no sweetie you need too	0	0	0
3904	<MENTION_1> i used a belt to close my whore ass around it and hold it deep in place ♡♡♡♡ my cunt is throbbing like a massive knot is in me	0	0	0
3905	<MENTION_1> <MENTION_2> <MENTION_3> ...or some other name, or used a term like CUNT or WHORE if it is obviously not… <URL>	0	0	0
3906	“You have sex, youre a whore. You dont have sex, youre a stuck up prude.Youre a bitch if youre serious, but youre a joke if you never care”	0	0	0
3907	a guy: *dated 8 girls in 3 years* some people: wow that’s so cool a girl: dated 7 guys in 7 years some people: SLUT BITCH WHORE	0	0	0
3908	It sounds so ugly to hear a female talk about another female claiming she’s a “slut or whore” like bitch it ain’t yo pussy why u worried for	0	0	0
3909	<MENTION_1> <MENTION_2> Bitch please. You're nothing more than Putin's whore	0	0	0
3910	<MENTION_1> That's exactly right! Bitch boy sean is no better than she is, they're both all for the views and subs. 2 drama whores!	0	0	0
3911	i said i was a whore, bro i can be a real bitch as much as u want	0	0	0
3912	<MENTION_1> you are a big piece of white trash you fucking pussy son of a bitch you're a fucking pussy .i'll bitch slap u make u my prison whore	0	0	0
3913	I was watching a fight on Facebook that was edited and the one bitch got hit so many times they said “combo whore” 💀	0	0	0
3914	<MENTION_1> Proved u can photoshop real good for a player u degenerate bitch whore	0	0	0
3915	One of my coworkers just left a 3 minute voicemail on my phone singing saying life's a bitch life's a whore ( YT pi… <URL>	0	0	0
3916	Asked Jacob why he was such a whore when we split up, & he said 'to piss you off & it worked' bitch you thot 😂	0	0	0
3917	I remember that time when this person from that group kept calling Baekhyun “eomma” bitch please an attention whore… <URL>	0	0	0
3918	<MENTION_1> Third I DO NOT remember calling her a slut or a whore or a bitch o saying anything else at all so char… <URL>	0	0	0
3919	Idgaf if you want to block my chick acc. I know im a problematic bitch sometimes but WHORE, this acc is really got… <URL>	0	0	0
3920	<MENTION_1> And the son of a bitch can't buy it for his little pee pee whore boy and that just rankles his ass. Shut u… <URL>	0	0	0
3921	<MENTION_1> <MENTION_2> <MENTION_3> Bitch idgaf I’m not in school dumb lil whore I use what the fuck I wanna use	0	0	0
3922	When is the left going to stop war on conservative women ? Boycott SNL . Disgusting ratings whore. Only target cons… <URL>	0	0	0
3923	<MENTION_1> I don't mind her saying she's a whore, but the implication regarding other women and #MeToo goes beyond the pale.	0	0	0
3924	Since when is having and enjoying sex a character flaw? Since we started calling women “whore’s”? Since we gave it a title?	0	0	0
3925	was it a secret its plain 2cthey whore out the women & men use2gain what they want bid them to filth Evil they w/o… <URL>	0	0	0
3926	Stop calling women whores! Crazy ass. <URL>	0	0	0
3927	Jennifer Lawrence is complaining about being a whore, meanwhile she's punching old Asian women in face who are sewing her costumes for her	0	0	0
3928	Bottle up their women and then whore around all day...and you say you are practicing Islam??ok!	0	0	0
3929	Have some dignity! Stop using whore shit to set the standard, we got grandmother's etc. We know what real women is	0	0	0
3930	<MENTION_1> gntlement must know treat their women like princess not like whore ehehe	0	0	0
3931	Because it’s easy to call women those things when the one hurting you repeatedly acts like he wasn’t being the slut and whore himself.	0	0	0
3932	psa: women were never 'sacred' and unless you miss the Madonna -Whore binary, it's good that we've let go of that stupid frame	0	0	0
3933	The problem with “women are sacred” idea: It is one half of the Madonna/Whore dichotomy, long used to divide women against each other. 1/2	0	0	0
3934	<MENTION_1> <MENTION_2> So, that fat #whore is blaming #women! Yeah, women want to be #raped. Bullshit!	0	0	0
3935	<MENTION_1> Women don't WANT to be sacred. That is some patriarchal controlling virgin/whore bullshit.	0	0	0
3936	<MENTION_1> Fits with the old paradigm of women in our culture as The Madonna Or The Whore, particularly in popular culture.	0	0	0
3937	since when did it become socially acceptable for guys to call women sluts, whores, hoe, bitches....??? or threaten them...??? just wondering	0	0	0
3938	So General Kelly thinks women were 'sacred' when he was growing up... classic virgin and whore dichotomy.	0	0	0
3939	<MENTION_1> <MENTION_2> 'Women are sacred' plays into the Madonna/whore dichotomy. It only protects women seen as sa… <URL>	0	0	0
3940	<MENTION_1> <MENTION_2> Women were never sacred. He's talking about the ancient trope of Virgin vs. Whore. #clueless	0	0	0
3941	<MENTION_1> You look like your whore mother dresses you in the dark, you hit women and you were ugly even before skaterboy fixed your face!	0	0	0
3942	<MENTION_1> Women as 'sacred' is the tell that Kelly views women thru a Madonna/whore lens (read: misogyny) - and he's racist to boot	0	0	0
3943	<MENTION_1> Oh yeah the good ol' Madonna -Whore dichotomy: where only chaste women had value and then only as pr… <URL>	0	0	0
3944	Madonna whore complex, pedaled by the illusion that women somehow embody the honor of the men with whom they’re ass… <URL>	0	0	0
3945	why do SOME men treat women like they're nothing but a pile of whore's that only want to have sex and do nothing else?	0	0	0
3946	Men Keep Control & Dominance over Women w/ Sexual Socialization Fear & Violence. They Molest Rape Lust Cheat Like Porn & Whores	0	0	0
3947	You right about that! So I'm going to learn from you and treat women the right way! I don't wanna be a male whore… <URL>	0	0	0
3948	The slating of <PERSON_1> is disgusting. Just another virgin/whore dichotomy at play. All women deserve respect, not just the 'good' ones	0	0	0
3949	<MENTION_1> <MENTION_2> should be gone from your lineup Black women are targets of hate & he proved by calling her a whore. Disgusted.	0	0	0
3950	You can’t be “pro -sexual liberation” (for women especially) and be “anti -hoe” by calling people you don’t like “slut, hoe, whore”.	0	0	0
3951	<MENTION_1> should fire <MENTION_2> NOW for calling <MENTION_3> a whore! He can't stand strong black women <URL>	0	0	0
3952	Jose 'the puta' bitch says he doesn't cry about injuries to his players. What a contradictory KUNT. Conte response was brilliant imo.	0	0	0
3953	<MENTION_1> I won't deny someone right to be a anchovy kunt eater if that's what they want, but don't think you will… <URL>	0	0	0
3954	<MENTION_1> Hahahahahahahaha no wonder you work for the sun you thick kunt.	0	0	0
3955	<MENTION_1> <MENTION_2> Fuck off you Kunt	0	0	0
3956	<MENTION_1> you mean the truth...KUNT	0	0	0
3957	<MENTION_1> Also sad that you fucked your tooth up // The dude with the Kunt hoodie	0	0	0
3958	<MENTION_1> <MENTION_2> But what about pizzagate you owl kunt	0	0	0
3959	Fuck yeah kunt! Love you my dawg! 😈 <URL>	0	0	0
3960	<MENTION_1> Motlante you power hungry kunt you wanna be relevant shut up we know that	0	0	0
3961	<MENTION_1> Good luck with Ash Taylor Mitch! Oh that's right you fuckwits couldn't sign a local junior 😲😥 your a Kunt like your coach	0	0	0
3962	<MENTION_1> <MENTION_2> Fuck love a loose kunt you can jack off into	0	0	0
3963	<MENTION_1> you running a progressive platform? cause if so, let’s goooooo girl! make america kunt again. <URL>	0	0	0
3964	<MENTION_1> List fails without '50 Things To Think About To Stop You Doing Your Beans' by Kunt and the Gang	0	0	0
3965	<MENTION_1> You really are a daft kunt, Verhofstadt. It's called democracy, a concept you are unfamiliar with in the EU	0	0	0
3966	<MENTION_1> <MENTION_2> <MENTION_3> This kunt is from Chicago too you know that right? Another Alinsky foll… <URL>	0	0	0
3967	<MENTION_1> Wrong, you slithering kunt.	0	0	0
3968	But Azealia, you're not happy with only having your intellectual equals (AKA the Kunt Brigade). You want Cardi's place. Nicki's place. LOL	0	0	0
3969	<MENTION_1> you made it kunt <URL>	0	0	0
3970	<MENTION_1> You know I’m a full animal nut. I know horseys love racing. Most involved treat the horses like family. This kunt tho	0	0	0
3971	Put some respek on your name! Stop letting people down play and belittle what you have done. Keep pride in your releases! - Head Kunt 🐬🌈	0	0	0
3972	<MENTION_1> you are a KUNT <URL>	0	0	0
3973	<MENTION_1> <MENTION_2> <MENTION_3> RIP Twitter bitch cunt	0	0	0
3974	Karma points to <MENTION_1> but fuck <MENTION_2> karma is a bitch and <MENTION_3> is still a cunt.	0	0	0
3975	Angie sure showed me. Fucking cunt, and bitch ass haters from the past. But when i was hit it was by 3 men.......	0	0	0
3976	OKAYYY NOW WHAT THE FUCK IS THIS SHIT u lil cunt ass bitch <URL>	0	0	0
3977	<MENTION_1> <MENTION_2> Don't be such a cunt Joann LOL. Nov 8th has come and gone, the Wicked Bitch of The Eas… <URL>	0	0	0
3978	<MENTION_1> <MENTION_2> Keep following you bitch wannabe cunt. I am important to you because I am your God. I wi… <URL>	0	0	0
3979	<MENTION_1> Well you cock sucking bitch from Fl , keep your fucking cunt mouth closed , look for fire	0	0	0
3980	allies 10 year old brother is calling me a cunt and a bitch bc I asked him a question💀	0	0	0
3981	You’re a bitch ass cunt <MENTION_1>	0	0	0
3982	You left me in the dark for some bitch that had a kid while you were in the pin but yet you still chose that dry cunt over your son how sad.	0	0	0
3983	Conte being a little bitch as per. Get sacked already you average cunt 🖕🏻	0	0	0
3984	<MENTION_1> biTCH I LOTERALLY WAS THIS YOU NEVER TRUSTED MY DRIVING ENOUGH CUNT WHORE BITCH	0	0	0
3985	<MENTION_1> I just realized I used whore instead of cunt oh how the tables have turned	0	0	0
3986	<MENTION_1> u cunt fuker of a dog whore of a grandma	0	0	0
3987	I've been called a son of a whore and a cunt today already. It's not even 1 yet	0	0	0
3988	<MENTION_1> You can't call anyone a whore when you're taking up the ass from your father cunt.	0	0	0
3989	#IMayBeAThiefBut but I'm not a mean girl. OK I was once, but is calling my bestie a cunt and a whore so bad? Oh, an… <URL>	0	0	0
3990	Just walked past this women and she goes 'Hello you cunt' I'm crying 😭😂	0	0	0
3991	But the plant gets devoured by the animal, and the animal devoured by us, because nature, rather like I spoke of women before, is a cunt.	0	0	0
